folio,genero,rango_edad,alcaldia,turno_simulado,sede_asignada_simulada,discapacidad,lengua_indigena,comunidad_indigena,acceso_internet,tiene_beca,estatus_registro
REG26-134183,Mujer,21-25,IZTAPALAPA,Matutino,124_IZ_IZP - CARLOTA BOTEY,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-134189,Mujer,31-35,CUAUHTÉMOC,Matutino,093_CO_CUH - CHABACANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134192,Hombre,16-20,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134195,Hombre,21-25,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-134198,Hombre,21-25,TLAHUAC,Matutino,146_SU_TLH - NOPALERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134210,Mujer,46-50,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134222,Mujer,51+,VENUSTIANO CARRANZA,Matutino,152_CO_VCA - PELÓN OSUNA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134225,Hombre,26-30,COYOACÁN,Matutino,047_SP_COY - JESUS MALDONADO,Sí,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-134231,Mujer,31-35,GUSTAVO A. MADERO,Matutino,111_NT_GAM - PUERTO MAZATLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134234,Mujer,36-40,IZTAPALAPA,Matutino,124_IZ_IZP - CARLOTA BOTEY,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134237,Hombre,16-20,GUSTAVO A. MADERO,Vespertino,007_NT_GAM - BENITA GALEANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134255,Mujer,41-45,ÁLVARO OBREGÓN,Matutino,044_PT_AOB - LOMAS DE LA ERA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134264,Mujer,26-30,GUSTAVO A. MADERO,Matutino,162_NT_GAM - ESTRELLA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134267,Mujer,31-35,MIGUEL HIDALGO,Vespertino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134270,Hombre,46-50,GUSTAVO A. MADERO,Vespertino,069_NT_GAM - 100 METROS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134273,Hombre,21-25,ÁLVARO OBREGÓN,Matutino,104_PT_AOB - BARRIO NORTE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134279,Mujer,46-50,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134285,Hombre,21-25,IZTAPALAPA,Matutino,138_IZ_IZP - EL MOLINO TEZONCO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-134291,Hombre,26-30,IZTAPALAPA,Matutino,112_IZ_IZP - TEPALCATES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134300,Hombre,36-40,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134306,Mujer,21-25,ÁLVARO OBREGÓN,Vespertino,293_PT_AOB - TOLTECAS -JOSÉ ZAMARRIPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134309,Hombre,26-30,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134312,Hombre,36-40,ÁLVARO OBREGÓN,Vespertino,293_PT_AOB - TOLTECAS -JOSÉ ZAMARRIPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134324,Hombre,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134342,Mujer,31-35,IZTACALCO,Vespertino,"213_CO_IZT - FERNANDA ""LA CHATA"" CAMPA",No,No,No,No,No,Aceptado (pendiente de validación)
REG26-134348,Mujer,51+,CUAUHTÉMOC,Único,034_CO_CUH - ZONA ROSA,Sí,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-134351,Mujer,31-35,GUSTAVO A. MADERO,Vespertino,212_NT_GAM - VILLA DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134354,Hombre,31-35,AZCAPOTZALCO,Vespertino,260_NT_AZC - EL ROSARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134363,Mujer,31-35,COYOACÁN,Matutino,101_SP_COY - LA ESCUELITA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134366,Mujer,21-25,GUSTAVO A. MADERO,Único,165_NT_GAM - HÉROES DE CERRO PRIETO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134381,Hombre,21-25,TLAHUAC,Matutino,237_SU_TLH - SANTA CATARINA YECAHUIZOTL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134408,Mujer,21-25,LA MAGDALENA CONTRERAS,Matutino,017_SP_MAC - HUAYATLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134417,Mujer,31-35,GUSTAVO A. MADERO,Matutino,203_NT_GAM - TIXTLA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-134423,Hombre,46-50,GUSTAVO A. MADERO,Vespertino,001_NT_GAM - RICHARD WAGNER,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134432,Mujer,31-35,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134447,Hombre,31-35,IZTAPALAPA,Matutino,225_IZ_IZP - EDUARDO GALEANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134453,Hombre,16-20,IZTAPALAPA,Matutino,225_IZ_IZP - EDUARDO GALEANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134456,Mujer,36-40,IZTAPALAPA,Matutino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134459,Hombre,21-25,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134465,Mujer,21-25,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134486,Mujer,31-35,COYOACÁN,Matutino,079_SP_COY - SANTA ANA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134495,Mujer,36-40,XOCHIMILCO,Matutino,060_SU_XOC - 16 DE SEPTIEMBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134501,Mujer,21-25,ÁLVARO OBREGÓN,Matutino,130_PT_AOB - MARTHA PÉREZ BEJARANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134516,Hombre,31-35,IZTAPALAPA,Vespertino,271_IZ_IZP - VICENTE GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134534,Mujer,16-20,CUAUHTÉMOC,Vespertino,117_CO_CUH - ROCKDRIGO GONZÁLEZ,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134540,Mujer,21-25,GUSTAVO A. MADERO,Vespertino,209_NT_GAM - SANTA MARÍA TICOMÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134546,Hombre,21-25,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134555,Mujer,36-40,ÁLVARO OBREGÓN,Vespertino,293_PT_AOB - TOLTECAS -JOSÉ ZAMARRIPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134567,Mujer,21-25,ÁLVARO OBREGÓN,Vespertino,121_PT_AOB - GÓMEZ FARÍAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134573,Hombre,21-25,ÁLVARO OBREGÓN,Matutino,188_PT_AOB - PLATEROS I-EDUARDO DEL RIO “RIUS”,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134588,Mujer,36-40,GUSTAVO A. MADERO,Vespertino,116_NT_GAM - EL VIVERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134594,Hombre,31-35,GUSTAVO A. MADERO,Único,207_NT_GAM - SALVADOR DÍAZ MIRÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134609,Mujer,16-20,ÁLVARO OBREGÓN,Vespertino,108_PT_AOB - CHAMONTOYA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134621,Mujer,31-35,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,Sí,Sí,Sí,Aceptado (pendiente de validación)
REG26-134636,Hombre,36-40,XOCHIMILCO,Matutino,060_SU_XOC - 16 DE SEPTIEMBRE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134642,Mujer,41-45,COYOACÁN,Vespertino,304_SP_COY - EL PARIAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134666,Hombre,36-40,ÁLVARO OBREGÓN,Matutino,024_PT_AOB - BELÉN DE LAS FLORES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134672,Mujer,36-40,BENITO JUAREZ,Matutino,128_CO_BEJ - 8 DE AGOSTO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134675,Hombre,16-20,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134678,Mujer,16-20,CUAUHTÉMOC,Matutino,093_CO_CUH - CHABACANO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134681,Mujer,36-40,IZTAPALAPA,Matutino,268_IZ_IZP - EJÉRCITO CONSTITUCIONALISTA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134690,Hombre,31-35,XOCHIMILCO,Vespertino,255_SU_XOC - SAN MARCOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134696,Mujer,41-45,ÁLVARO OBREGÓN,Vespertino,105_PT_AOB - OLIVAR DEL CONDE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134702,Mujer,46-50,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134705,Mujer,51+,ÁLVARO OBREGÓN,Vespertino,259_PT_AOB - MIGUEL GAONA ARMENTA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134708,Hombre,16-20,GUSTAVO A. MADERO,Matutino,168_NT_GAM - ARAGÓN VI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134723,Mujer,51+,MILPA ALTA,Vespertino,179_SU_MIA - SAN PABLO OZTOTEPEC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134729,Hombre,16-20,ÁLVARO OBREGÓN,Matutino,119_PT_AOB - LAS ÁGUILAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134732,Mujer,16-20,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134747,Hombre,31-35,CUAUHTÉMOC,Matutino,131_CO_CUH - BENITO JUÁREZ Y EL LIBERALISMO MEXICANO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134753,Mujer,46-50,XOCHIMILCO,Vespertino,252_SU_XOC - BODOQUEPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134762,Hombre,21-25,COYOACÁN,Vespertino,129_SP_COY - FRANCISCO J. MÚGICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134780,Hombre,31-35,CUAUHTÉMOC,Matutino,197_CO_CUH - EVANGELINA CORONA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134783,Hombre,21-25,IZTAPALAPA,Matutino,053_IZ_IZP - RENOVACIÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134789,Mujer,31-35,VENUSTIANO CARRANZA,Vespertino,123_CO_VCA - CANDELARIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134798,Hombre,21-25,IZTAPALAPA,Vespertino,271_IZ_IZP - VICENTE GUERRERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134807,Mujer,36-40,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134831,Mujer,26-30,XOCHIMILCO,Vespertino,255_SU_XOC - SAN MARCOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134837,Hombre,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134840,Hombre,21-25,MIGUEL HIDALGO,Matutino,090_PT_MIH - ROSARIO IBARRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134861,Hombre,31-35,IZTAPALAPA,Matutino,066_IZ_IZP - VILLA CID,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134879,Mujer,26-30,CUAUHTÉMOC,Matutino,071_CO_CUH - ENRIQUE CALDERÓN ALZATI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134903,Mujer,26-30,CUAUHTÉMOC,Matutino,131_CO_CUH - BENITO JUÁREZ Y EL LIBERALISMO MEXICANO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-134924,Hombre,31-35,AZCAPOTZALCO,Vespertino,260_NT_AZC - EL ROSARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134954,Mujer,51+,XOCHIMILCO,Vespertino,029_SU_XOC - SANTA CECILIA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134960,Hombre,16-20,XOCHIMILCO,Vespertino,255_SU_XOC - SAN MARCOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134975,Mujer,16-20,GUSTAVO A. MADERO,Vespertino,211_NT_GAM - PROVIDENCIA,Sí,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134984,Hombre,26-30,AZCAPOTZALCO,Matutino,193_NT_AZC - VIRGILIO CABALLERO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-134996,Hombre,26-30,TLALPAN,Matutino,039_SP_TLP - TIZIMÍN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135038,Hombre,46-50,MILPA ALTA,Vespertino,058_SU_MIA - SAN BARTOLOMÉ XICOMULCO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135050,Mujer,36-40,MIGUEL HIDALGO,Vespertino,037_PT_MIH - CANEGUÍN-ELVIA CARILLO PUERTO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135062,Hombre,21-25,LA MAGDALENA CONTRERAS,Matutino,017_SP_MAC - HUAYATLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135071,Mujer,41-45,VENUSTIANO CARRANZA,Vespertino,151_CO_VCA - ADOLFO LÓPEZ MATEOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135095,Hombre,21-25,COYOACÁN,Vespertino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135116,Mujer,46-50,MILPA ALTA,Matutino,057_SU_MIA - SAN PEDRO ATOCPAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135128,Hombre,21-25,XOCHIMILCO,Matutino,030_SU_XOC - SANTIAGO TEPALCATLALPAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135137,Mujer,36-40,MIGUEL HIDALGO,Vespertino,178_PT_MIH - OTHÓN SALAZAR,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135143,Mujer,21-25,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135161,Mujer,46-50,IZTAPALAPA,Matutino,222_IZ_IZP - GUELATAO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135194,Hombre,31-35,CUAUHTÉMOC,Matutino,087_CO_CUH - BOLEO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-135230,Mujer,26-30,IZTAPALAPA,Vespertino,052_IZ_IZP - SAN MIGUEL TEOTONGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135239,Mujer,36-40,GUSTAVO A. MADERO,Vespertino,164_NT_GAM - RAÚL ÁLVAREZ GARÍN,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-135245,Mujer,51+,IZTACALCO,Vespertino,"213_CO_IZT - FERNANDA ""LA CHATA"" CAMPA",No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135248,Mujer,21-25,IZTAPALAPA,Matutino,011_IZ_IZP - ACAHUALTEPEC,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135293,Hombre,31-35,XOCHIMILCO,Vespertino,083_SU_XOC - SAN LUIS TLAXIALTEMALCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135296,Mujer,26-30,GUSTAVO A. MADERO,Vespertino,211_NT_GAM - PROVIDENCIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135302,Mujer,31-35,TLAHUAC,Vespertino,235_SU_TLH - QUETZALCÓATL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135305,Mujer,21-25,XOCHIMILCO,Vespertino,154_SU_XOC - AHUALAPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135341,Mujer,36-40,TLALPAN,Matutino,150_SP_TLP - TOPILEJO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135353,Mujer,31-35,IZTAPALAPA,Vespertino,223_IZ_IZP - LA COMUNA IZTAPALAPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135362,Mujer,26-30,IZTAPALAPA,Matutino,142_IZ_IZP - VALLE DE LUCES,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135368,Mujer,41-45,XOCHIMILCO,Vespertino,153_SU_XOC - ACUEXCOMATL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135410,Mujer,36-40,VENUSTIANO CARRANZA,Matutino,089_CO_VCA - FRAY SERVANDO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135422,Hombre,21-25,CUAJIMALPA DE MORELOS,Vespertino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135446,Mujer,31-35,IZTAPALAPA,Matutino,228_IZ_IZP - URSULO GALVAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135461,Mujer,31-35,IZTACALCO,Matutino,137_CO_IZT - TEZONTLE,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135485,Hombre,36-40,IZTAPALAPA,Vespertino,223_IZ_IZP - LA COMUNA IZTAPALAPA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-135494,Mujer,26-30,IZTAPALAPA,Único,256_IZ_IZP - VIVERO NEZAHUALCÓYOTL,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-135497,Hombre,31-35,XOCHIMILCO,Vespertino,251_SU_XOC - MUYUGUARDA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135539,Mujer,36-40,GUSTAVO A. MADERO,Vespertino,113_NT_GAM - LA MUELA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135575,Mujer,21-25,GUSTAVO A. MADERO,Matutino,136_NT_GAM - SAN FELIPE DE JESÚS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135587,Mujer,36-40,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135614,Mujer,21-25,XOCHIMILCO,Vespertino,254_SU_XOC - SAN ANDRÉS AHUAYUCAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135638,Mujer,26-30,COYOACÁN,Matutino,047_SP_COY - JESUS MALDONADO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135698,Hombre,31-35,COYOACÁN,Matutino,096_SP_COY - TAXQUEÑA,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-135719,Hombre,36-40,IZTAPALAPA,Matutino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135722,Hombre,51+,GUSTAVO A. MADERO,Matutino,199_NT_GAM - BOSQUE DE ARAGÓN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135743,Hombre,51+,MILPA ALTA,Matutino,180_SU_MIA - SAN JERÓNIMO MIACATLAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135746,Hombre,21-25,GUSTAVO A. MADERO,Matutino,171_NT_GAM - TOKIO,No,Sí,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-135749,Mujer,21-25,CUAUHTÉMOC,Vespertino,018_CO_CUH - ATLAMPA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135761,Hombre,46-50,CUAUHTÉMOC,Matutino,087_CO_CUH - BOLEO,No,No,No,No,Sí,Aceptado (pendiente de validación)
REG26-135773,Mujer,36-40,IZTAPALAPA,Vespertino,052_IZ_IZP - SAN MIGUEL TEOTONGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135788,Mujer,31-35,IZTAPALAPA,Matutino,270_IZ_IZP - SAN JUAN JOYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135797,Hombre,31-35,GUSTAVO A. MADERO,Matutino,111_NT_GAM - PUERTO MAZATLÁN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135803,Hombre,21-25,ÁLVARO OBREGÓN,Vespertino,190_PT_AOB - LOMAS DE BECERRA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135812,Hombre,31-35,TLAHUAC,Matutino,015_SU_TLH - ROSARIO CASTELLANOS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135818,Mujer,36-40,COYOACÁN,Vespertino,304_SP_COY - EL PARIAN,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135836,Mujer,36-40,TLALPAN,Matutino,242_SP_TLP - DIF MIGUEL HIDALGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135869,Hombre,41-45,CUAUHTÉMOC,Vespertino,014_CO_CUH - JACOBO ÁRBENZ,No,No,Sí,Sí,No,Aceptado (pendiente de validación)
REG26-135890,Mujer,26-30,GUSTAVO A. MADERO,Matutino,055_NT_GAM - CENTENARIO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135905,Mujer,26-30,IZTAPALAPA,Vespertino,221_IZ_IZP - PARQUE NACIONAL,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135911,Hombre,16-20,IZTAPALAPA,Vespertino,271_IZ_IZP - VICENTE GUERRERO,Sí,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135923,Hombre,31-35,GUSTAVO A. MADERO,Matutino,134_NT_GAM - ALI CHUMACERO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135929,Mujer,26-30,IZTAPALAPA,Vespertino,176_IZ_IZP - REFORMA POLÍTICA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135980,Mujer,36-40,IZTAPALAPA,Matutino,270_IZ_IZP - SAN JUAN JOYA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-135989,Mujer,16-20,IZTAPALAPA,Vespertino,218_IZ_IZP - CALMECAC,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-135992,Mujer,21-25,XOCHIMILCO,Vespertino,154_SU_XOC - AHUALAPA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136028,Mujer,21-25,VENUSTIANO CARRANZA,Vespertino,073_CO_VCA - AVENIDA DEL TALLER,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136040,Hombre,21-25,GUSTAVO A. MADERO,Matutino,167_NT_GAM - REVOLUCIÓN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136061,Hombre,36-40,VENUSTIANO CARRANZA,Vespertino,151_CO_VCA - ADOLFO LÓPEZ MATEOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136067,Hombre,31-35,COYOACÁN,Vespertino,261_SP_COY - CARMEN SERDÁN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136124,Mujer,16-20,IZTAPALAPA,Matutino,173_IZ_IZP - EL MOLINO,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136127,Hombre,41-45,IZTAPALAPA,Matutino,091_IZ_IZP - ADELA SALAZAR,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136139,Mujer,16-20,IZTAPALAPA,Matutino,222_IZ_IZP - GUELATAO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136157,Hombre,31-35,IZTAPALAPA,Vespertino,217_IZ_IZP - LEYES DE REFORMA III SECCIÓN 2,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136184,Mujer,36-40,AZCAPOTZALCO,Matutino,036_NT_AZC - SAN MIGUEL AMANTLA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136214,Hombre,46-50,GUSTAVO A. MADERO,Vespertino,160_NT_GAM - COMPOSITORES MEXICANOS,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136217,Hombre,31-35,GUSTAVO A. MADERO,Vespertino,069_NT_GAM - 100 METROS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136220,Mujer,51+,IZTAPALAPA,Matutino,174_IZ_IZP - PARQUE PATOLLI,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136232,Hombre,26-30,TLALPAN,Matutino,150_SP_TLP - TOPILEJO,No,No,No,No,No,Aceptado (pendiente de validación)
REG26-136241,Mujer,31-35,CUAJIMALPA DE MORELOS,Vespertino,078_PT_CUM - BENITO JUÁREZ GARCÍA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136244,Hombre,31-35,IZTAPALAPA,Matutino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136250,Mujer,46-50,IZTAPALAPA,Matutino,227_IZ_IZP - SAN LORENZO TEZONCO,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136268,Mujer,31-35,IZTAPALAPA,Matutino,269_IZ_IZP - JOSÉ REVUELTAS,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136277,Mujer,46-50,XOCHIMILCO,Vespertino,251_SU_XOC - MUYUGUARDA,No,No,No,Sí,No,Aceptado (pendiente de validación)
REG26-136280,Mujer,16-20,COYOACÁN,Vespertino,304_SP_COY - EL PARIAN,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136283,Mujer,21-25,IZTAPALAPA,Matutino,224_IZ_IZP - LOMAS DE LA ESTANCIA,No,No,No,Sí,Sí,Aceptado (pendiente de validación)
REG26-136295,Hombre,31-35,AZCAPOTZALCO,Matutino,194_NT_AZC - TEPANTONGO,No,No,No,Sí,No,Aceptado (pendiente de validación)
